商品属性,评价内容
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,电脑反应灵敏，速度很快，屏占比挺高的看起来很舒服。后部都是散热孔，目前没发现发热现象，外观整体不错，和谐统一，重量很轻，三个USB口用起来方便。
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,电脑用了三天了 自我感觉是可以的 还很实惠比较轻，是学生的好选择。
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,东西才到手，感觉不错，颜色也比较喜欢，希望后期用起来不要失望
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,宝贝真不错，做的真细心，值得拥有，快递很快质量很好，收到货第一时间打开看了，很不错，很满意
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,用起来很好，特意用了一段时间才来评论的
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,是我喜欢的颜色，很好，很棒，值得购买。，运行速度：快，屏幕效果：好，散热性能：中，外形外观：好
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,一直信赖华硕！非常好！
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,非常好，已经用了个把月，非常流畅，工作、生活的好帮手。
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,电脑还是挺好的
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,运行速度：很好，速度挺快的，很喜欢，散热性能：性能也不错，散热也行，屏幕效果：屏幕很耐看
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,今天收到货、用了一下，总体感觉蛮不错的！办公没有任何问题
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,电脑在相等的价格，是可以的
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,笔记本电脑我是三月三十号下的单，笔记本电脑是四月二号就收到了，京东自营物流说实话，确实是挺快乐的，笔记本电脑打开了，物有所值吧！
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,电脑收到了，反应速度很快，屏幕占比高，用着很舒服，后面都是散热孔，散热效果好，
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,开机非常流畅，运行速度也是杠杠的，高级灰，颜值控的我爱得不要不要的
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,收到了，包装完美，打开外包装，里面有气袋保护，内包装完好无损。取出电脑，开机正常，运行正常，很好！
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,很流畅联盟无压力，200多帧
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,电脑反应比较快，屏幕看着比较舒服，目前看没有什么问题。
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,拿到手里很不错的质感，运行效果也可以，屏幕显示效果不错，很棒，包装也不错，客服也很不错，服务质量也好，很喜欢的电脑，这下可以玩了
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,收到啦，店家很用心，目前很满意哦
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,闺女非常满意，流畅不卡，颜色款式也喜欢
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,外观上来说轻薄，手感舒适。运行速度上开机很快很快，十秒左右，我是用来绘图没有任何卡顿现象。客服的态度上也相当不错。
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,一次买三台，非常适合办公，速度快，外观非常美观
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,包装很好，运行速度办公足够了
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,电脑不错。很好
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,价格实惠 质量保证 赠品质量好
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,运行速度：运行一些普通软件包括多后台也没有问题。，散热性能：散热还不错，外形外观：很大气，轻薄程度：超薄本
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,买来上网课，开机超快，运行速度：快，屏幕效果：很清楚，散热性能：还不错哦，外形外观： 很中性吧，我在家听听网课用，轻薄程度：很轻薄，其他特色：很轻
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,笔记本收到很好，物流快，包装完整，非常满意
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,超出预期，质量很好，做工精细，满意发货超级快，到货超级快，包装很精致，真的是开启了新世界的大门……已经用过一段时间了，效果不错?，客服服务有耐心，解答详细，赞一个?赶上做活动的时候买的，这个价格一分钱一分货??，从外观看很美?，材质做工都不错?，感觉买值了，还有物流超级快，点赞！
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,运行速度：快，屏幕效果：清晰，散热性能：好，外形外观：酷，轻薄程度：轻，其他特色：外观精美，很适合学生使用，性价比高
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，运送速度很快，很满意的一次购物跟实体店没有区别，还便宜，喜欢！
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,运行速度：感觉很nice，屏幕效果：看番感觉很爽，散热性能：感觉没有发热，其他特色：毕竟我也不怎么玩游戏
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,很喜欢
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,电脑不错，包装好。，运行速度：速度不一般，屏幕效果：好，散热性能：好，外形外观：简单大方，轻薄程度：刚刚好
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,机器很漂亮，运行速度很快，分辨率也不错
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,小本本收到啦，开箱好激动，我上一台笔记本还是2009年买的，也是华硕的，质量真的是没话说，太好了，直接上视频！
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,物流很快，比预期提前了两天，很多人推荐这款，收到货后非常满意，开机速度很快，屏幕比较大15.6寸，很合适，屏幕看着舒服，用着很不错，会推荐给朋友。
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,开机是秒开的，外观颜色都很不错。质量也很不错
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,物流速度好快啊，超大屏，拿出来超级有质感，外观大气上档次，朋友都是用的华硕，都说用的不错，在大家的推荐下果断的选择了它，期盼已久的！散热效果不错，待机显著，朋友说用了好几年的都还好好的，不卡顿，支持华硕，支持京东！
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,笔记本速度蛮快，款式挺好，性价比特别高！
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,年前买的特意用了很久才来评价的，用着很好，平时在家办公完全没问题 物超所值物美价廉 很满意
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,已经使用好几天了，冲着office买的，收到货电脑就语音教我开启，很方便，后来office没激活成功，Windows系统更新等都搞定了，还有赠品，挺OK的
灰色i5-1035G1 8G 512G固态 MX330,收到货了，外形好看，是我喜欢的，客服也很好哦。
灰色i5-1035G1 8G 512G固态 MX330,开机速度很快，画面很清晰。运行内存也可以。
灰色i5-1035G1 8G 512G固态 MX330,到货很快，还没开始用，外观不错，便于携带，期待效果！
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,之前的电脑也是华硕，所以很信任这个牌子。这次选的是外观灰色的，的确是沉稳大方，轻薄，网速很好，非常快。顺丰快递也很好，包装没有任何的破损。
灰色i5-1035G1 8G 512G固态 MX330,不错的电脑，大品牌，速度也可以，我很喜欢，大家都喜欢
灰色i5-1035G1 8G 512G固态 MX330,华硕机器一如既往的好，这款电脑外观很漂亮，也很轻薄便携，开机和充电速度都很快，续航也不错，整体办公家居用起来绰绰有余，还赠送了电脑包和鼠标，比较贴心。客服也非常有耐心的讲解，一步步的交怎么弄。非常棒
灰色i5-1035G1 8G 512G固态 MX330,运行速度：快，屏幕效果：好，散热性能：不错，外形外观：赞，轻薄程度：薄，其他特色：都很不错
灰色i5-1035G1 8G 512G固态 MX330,外观不错，最喜欢旁边的数字键，颜色挺好，看上去秀气，外观不错，最喜欢旁边的数字键，颜色挺好，看上去秀气，外观不错，最喜欢旁边的数字键，颜色挺好，看上去秀气，外观不错，最喜欢旁边的数字键，颜色挺好，看上去秀气
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,速度快，外观挺不错，用了一下还不错
灰色i5-1035G1 8G 512G固态 MX330,物流很快  包装的很严实  服务态度也很不错  电脑使用感也可
灰色i5-1035G1 8G 512G固态 MX330,外观漂亮，开机快，运行也很快，散热还可以，显示效果也不错，总的来说很满意，五星好评
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,特意用了10天才评价。电脑薄。出行带方便。配置上性价比高。对比电脑城便宜多了。玩了一下游戏没卡。满足我办公和玩游戏。有发票。还送包和鼠标。值得购买。
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,运行速度：运行顺畅，好用不卡，屏幕效果：屏幕大，看视频舒适，散热性能：连续用了两小时多，不发热，外形外观：美观好看，轻薄程度：挺轻的，感觉手感不错
灰色i5-1035G1 8G 512G固态 MX330,运行速度：非常快！，屏幕效果：超级无敌清楚，特别喜欢！屏幕也大，散热性能：挺好的！相当于静音，轻薄程度：刚刚好，对于我一个女生来说，真不错！，外形外观：颜值特别高！很高级的灰色！
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,电脑收到啦，物流快，顺丰寄过来的。电脑给新同事用的，等她年后上班用，电脑蛮好看的，日常办公用应该足够的，还赠送了鼠标和电脑包。
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,电脑到惹，然后买的是灰色的，颜值没得说，绝了?就是相对于女孩子来说是有点重啦，不过也还是可以的，还有就是客服态度超级超级超级好！！！！
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,电脑不错，做工精致，轻便，按键手感不错，运行速度也不错，日常办公，看剧首选，特别说下客服真的很不错，细心讲解office激活流程，不厌其烦，点赞
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,办公使用。需求满足。外观好看。手感不错。方便快捷。客服态度好，下单响应快，很快安排发货，快递小哥哥态度好。总之都很不错。
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,收到商品了物流速度还可以 赠品挺多的 有鼠标 鼠标垫和电脑包 运行速度较快 商家服务态度较好 比较满意的一次购物
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,电脑很好而且也是在优惠活动时买的 价格优惠 运行速度也快 也很轻薄非常好，我觉得用用起来运行速度非常的快也很漂亮，屏幕也很好啊。
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,第一次购买笔记本电脑，满意，就是Microsoft store 好多图片、信息加载不出来。不知道什么原因，其它的都没有什么问题。
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,电脑真的不错，流畅的超乎想象，是自己喜欢的款式，而且快递也特别快，非常给力，轻薄程度：非常的薄，满意，屏幕效果：色彩柔和，看着很舒适
灰色i5-1035G1 8G 512G固态 MX330,屏幕大非常喜欢爱了 推荐购买 电池充电快很好用
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,电脑还不错，这个价位可以了，办公非常不错，游戏就不知道了，总体来说挺满意的，运行也比较快，还赠送了办公软件，挺好的，物有所值
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,电脑用的挺好的，颜值也高，是我喜欢的灰黑色。客服老大非常有耐心的叫**作，不会就问，也不会不理人，理人很快的呐^ω^
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,运行速度：非常快，屏幕效果：高清，散热性能：好！，外形外观：还不错，轻薄程度：反正不重，第一次买电脑的，看了好长时间呢
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,电脑已经收到了，这个价格挺满意的，也对比了这个价位的，确实是不错，服务也挺好的，谢谢！
灰色i5-1035G1 8G 512G固态 MX330,还没怎么用，不过感觉不错，颜值挺高?
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,电脑收到了 特别好哦 15.6寸屏幕看起来很舒服 性价比很高 性能不错 散热也挺好的 日常使用完全合适 商家也特别好
灰色i5-1035G1 8G 512G固态 MX330,性价比确实很不错，配置性价比都很好，买了之后 也让朋友看了下说这个价位这个配置还是8??错的，。朋友买了一个价格相同 但配置来讲 性价比没有这个高，8??错！
灰色i5-1035G1 8G 512G固态 MX330,笔记本外观不错，键盘小数字键比较实用，整体性能还可以，办公够足够了。，屏幕效果：屏幕效果不错，散热性能：发热可以接受，外形外观：外观精美，其他特色：小数字键办公必备
灰色i5-1035G1 8G 512G固态 MX330,宝贝两天就到了，弄了一下午，觉得很满意，，电脑的外观很漂亮，运行速度和内存都还蛮好的，适，合我这种简单办公的需要。最后点赞客服，有问必，答，服务态度很好，非常周到。满意的购物。
灰色i5-1035G1 8G 512G固态 MX330,开机很快 键盘好看 屏幕看着很舒适
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,宝贝收到了，立即打开，试了一下，哈，到底是排名第一的品牌，不错。相当满意！客服态度很好很好，物流也很快。
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,电脑收到了很喜欢，运行速度可以，机身轻薄，屏幕看着不刺眼 舒服，性价比挺好的一款电脑
灰色i5-1035G1 8G 512G固态 MX330,运行速度：快，外形外观：可以，屏幕效果：很好
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,电脑非常好用，看了好久才下单的，使用了一下很流畅，外观也很美，对于不打游戏的人来说足够了，nice
灰色i5-1035G1 8G 512G固态 MX330,非常棒哦，速度巴巴地
灰色i5-1035G1 8G 512G固态 MX330,运行速度：10秒开机，很不错，轻薄程度：超级薄，大屏显示，屏幕效果：还阔以，就是对于有的客户端不太清楚，外形外观：很轻薄，散热性能：还觉还好吧，拿它办公一点问题也没有
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,整体还是比较满意的  不错的一次购物   速度也比较快  散热也比较好  暂时没有出现太大的问题。
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,半夜下的单，期待了两天就送到速度杠杠的，外观大小很适合外出办用，试了一下^_^CAD反应跟的上
灰色i5-1035G1 8G 512G固态 MX330,性价比超高，运行速度也很快，值得购买
灰色i5-1035G1 8G 512G固态 MX330,外形外观：外观高端大气，屏幕效果：基本满屏，视觉效果特别好，轻薄程度：很轻，散热性能：不会发热 别玩游戏就ok，运行速度：开机几秒，贼快
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,还不错哦，15寸的，虽然还没开机，不过整体感觉不错，毕竟这么多人也买了，好评也多，哈哈哈哈
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,很不错，用了一个多星期才开评价的，我感觉这个价钱的轻薄本华硕这个很可以了，，而且屏幕也很大
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,电脑挺好的，运行速度很快，买给老爸用的，这个颜色男士用挺大气的，很喜欢
灰色i5-1035G1 8G 512G固态 MX330,物流非常快，两天不到就送到了。一到手马上就打开看了，外观非常喜欢，而且很轻盈。现在正在测试，期待?
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,质量很好，性价比很高的一款电脑，开机很快，十分适合办公和上网课的女孩纸。
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,华硕笔记本电脑真心可以，不管是质量上还是外观上，电脑轻薄携带很方便 ，非常适合学生用。
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,电脑开机速度快，屏幕清晰，运行流畅，外观很漂亮，色彩清晰。office也很好，客服非常耐心
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,首先包装确实很安全很周到 其次电脑外观不错 用起来反应也很迅速 价钱不贵 值得购买
灰色i5-1035G1 8G 512G固态 MX330,运行速度：很快，开机七秒钟呀，屏幕效果：我感觉这个价格值得了，散热性能：还不错，外形外观：好看，和我个人心意，轻薄程度：很合适女生
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,开关机速度很快，外观设计风格简约大气，轻薄。运行速度很快，操作起来非常方便。推荐购买
灰色i5-1035G1 8G 512G固态 MX330,外形外观：外观是我喜欢的颜色，实物也很棒，轻薄程度：不重，一只手就可以拿起来，其他特色：激活都是语音提示，自己就能操作，运行速度：开机7秒就ok
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,其实还好，笔记本收到了问题不大，没什么毛病，看起来挺好的，现在也差不多，还得用一段时间
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,电脑不错，外形时尚包装精美，开机速度快，大品牌值得信赖
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,华硕电脑运行速度真的很快！7秒开机！外形美观，轻薄本是网课和办公的不错选择，值得拥有！
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,运行速度：飞快，屏幕效果：完美，散热性能：很好，外形外观：漂亮，轻薄程度：适中
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,电脑今天收到了，快递很快，运行速度很快，屏占比很大，很满意，用一段时间再来评价
灰色i5-1035G1 8G 512G固态 MX330,外形外观：高颜值，高品质，非常好，一分钱一分货，材质外观和质量一看就很上档次，非常喜欢，运行速度：运行速度很快 各种软件无压力，屏幕效果：屏幕大小刚刚好 显示很清晰，轻薄程度：超薄外观 质感很好 很喜欢，散热性能：基本不玩游戏 看视频开各种软件 整机温度控制很好
灰色i5-1035G1 8G 512G固态 MX330,速度可以，流畅。
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,电脑很新，看过还可以，期待用上！开机速度快！外观不错，轻薄程度OK！
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,开机特别快，关机也特别快，几秒钟。比之前的旧电脑快太多了，检查了机器都挺好的
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,开机速度特别快，买给妹妹上学用的！性价比非常高，大屏也非常好看！！好评！！
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,收到电脑好几天了才想起来好评，质量还不错，反应快，开机时间短，用来办公十分合适……需要的可以下单了
灰色i5-1035G1 8G 512G固态 MX330,屏幕效果：很好，满意，轻薄程度：刚刚好，摸着很舒服，外形外观：时尚又漂亮，运行速度：很快，满意，其他特色：性能好，开机快，散热性能：很好
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,整体来说提不错 ，游戏还没下载 正在等我的键盘到了准备下载 推荐入手
灰色i5-1035G1 8G 512G固态 MX330,运行速度：游戏，办公运行流畅，外形外观：外形外观：非常精致美观，轻薄程度：刚刚好我喜欢，屏幕效果：清析不刺眼
灰色i5-1035G1 8G 512G固态 MX330,轻薄方便，美观大方，开机很快，反应灵敏，赠送了免费的办公软件
灰色i5-1035G1 8G 512G固态 MX330,运行速度：一个字快。，屏幕效果：特别清晰。，散热性能：不能暖手。，外形外观：高端大气。，轻薄程度：纤薄轻盈。
灰色i5-1035G1 8G 512G固态 MX330,拿到手感觉很惊艳，重量很合适，外观特别棒，预装系统，office软件，特别满意！在激活过程中，客服的耐心指导让我特别满意！！！
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,挺好用，颜值高，送的包也质量不错，总体挺满意的，客服耐心解答
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,笔记本电脑样子很给力，刚刚用，应该没问题，选了几家才选中这个型号的。
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,首先，快递老快了，点个赞。屏幕也挺大。很流畅，我喜欢。整体布局都喜欢
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,非常的好，性价比非常的高，而且还赠送很多东西，开机也非常快，屏幕的设计我非常喜欢，经常拿来看电视，运行速度很快，散热性非常好，看电视看了两个小时，也不烫，非常的轻薄，非常方便经常拿来拿去
灰色i5-1035G1 8G 512G固态 MX330,新机器运行很快，机身很轻，显示器觉得比我的老华硕小了一圈。，快递包装完好，11日下单13号上午就到了
灰色i5-1035G1 8G 512G固态 MX330,电脑使用流畅，散热性能：可以，运行速度：速度正常，屏幕效果：满意，外形外观：非常满意，轻薄程度：薄
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,"收到了，很实用,轻巧时尚,x先给孩子上课用，后期自己办公。"
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,公司工程师给选购推荐的，到货啦，外观美丽，看起来很不错喔
灰色i5-1035G1 8G 512G固态 MX330,散热性能：散热能力非常好，外形外观：看着大气，轻薄程度：很轻 不会很笨重 便于携带，运行速度：很快，屏幕效果：很好
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,性价比很高的笔记本，运行速度快，非常喜欢！
灰色i5-1035G1 8G 512G固态 MX330,运行速度很快，屏幕分辨率也很好看着舒服，15.5的屏幕煲剧也挺爽的，电脑内存容量足适合商用。还送鼠标和公文包，很赞啦?
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,电脑开机很快，鲁大师评测的也很好，总体反应快，比较实用
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,非常不错的笔记本，很薄，家用办公性能不错，主要是颜值高
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,可以的   运行还可以  赠品都是原装的  质量有保障
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,电脑十分轻巧，轻薄，屏幕大，重量轻，开机关机运行速度快，无色差，分辨率高，性价比高，外观高端大气上档次，低调奢华有内涵，办公方便，生活娱乐，足够用，散热快，耗电慢，充电迅速。
灰色i5-1035G1 8G 512G固态 MX330,运行速度：速度一点都不卡，屏幕效果：屏幕看着清晰舒服，散热性能：我玩了两三个小时都不烫，外形外观：都很好，轻薄程度：轻薄我觉得挺合适的，其他特色：设计非常好，特别是屏幕打开可以使电脑下面更容易散热不需要多余的去买散热器，耗电也是最低的。
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,东西很好哦，蛮喜欢，喜欢的朋友可以下手，客服也很耐心
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,电脑整体性能不错，很适合办公学习 ，视频画质和音质也很好。
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,电脑很好，很流畅！而且外观很好看！开机时间很短！很好！
灰色i5-1035G1 8G 512G固态 MX330,很好，的确开机很快，而且键盘颜色我非常喜欢，总体来说都不错，喜欢的不要犹豫哦⊙?⊙！
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,电脑收到了，外观简约大方，电池挺耐用的。好评！
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,收货很快，开机速度很快，使用体验很好
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,包装完好。开机快，屏幕比较大，运行速度快，机身不烫。
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,开机7秒，性价比高，父母办公用完全足够。外观设计好看
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,商品从下单到拿到手，速度很快，商品也很好，很满意。
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,运行速度：快，屏幕效果：清晰，散热性能：非常nice，外形外观：简约大气，轻薄程度：薄厚适中，其他特色：客服耐心，解释的非常认真，帮助我解决了很多问题，电脑也非常不错！
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,运行速度：速度不错，外形外观：非常好看，轻薄程度：比较轻
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,商品很好，使用起来非常方便 轻松，可以多多支持
灰色i5-1035G1 8G 512G固态 MX330,不错，这个电脑很好用，原来用的也是华硕，最轻薄电池续航最长的那一款，七八年了，非常满意。这次换电脑，还是选华硕，固态硬盘启动速度更快，电脑也很轻。非常满意！送的鼠标有点儿掉价了，还是有线的，不过反正是送的，还有包。
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,电脑很好，对学生党很友好，开机也很快，太喜欢了
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,比较轻薄，日常使用挺好的，刚用了几天还没觉得卡
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,运行速度飞快，打游戏一点都不卡，携带非常方便
灰色i5-1035G1 8G 512G固态 MX330,开机非常快，外观也非常好看，不卡，运行速度很快，服务态度也很好，五星好评哦，建议购买欧
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,电脑性能很好   开机很快?   轻便好看
灰色i5-1035G1 8G 512G固态 MX330,开机快，画质清晰，屏幕效果好，外观漂亮！轻巧灵便??
灰色i5-1035G1 8G 512G固态 MX330,看起来挺好看，用了一下还可以，不过买的时候说送的东西，就包和鼠标有用，其他都是虚的，没得啥用
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,很好很棒 很喜欢！性价比超高！开机也很快！
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,之前买过一台华硕就是太老了2012年买的，现在过年来了，又看中华硕，性能也好，全智能语音提示设置电脑，薄，轻 品质运行都挺OK的，用来办公错错有余
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,质量不错，开机速度快，操作方便，值得入手
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,本子非常好，开机快，运行速度也不错，外观好看。
灰色i5-1035G1 8G 512G固态 MX330,整体不错。很大气 外观满分 运行速度也挺快的 还送了很多东西感觉性价比超高。配送的速度也快
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,非常好，物流很快，电脑也是我喜欢的样式
灰色i5-1035G1 8G 512G固态 MX330,第二次购买了，挺不错的，运行挺快的，8G内存 512G固态，比我4G的好很多，不错，轻便好用，这次配的电脑包比上次的好，商务办公最佳选择，外出携带很方便，小巧方便，外形好看，黑色耐脏，屏幕效果清晰 挺快的
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,春节期间快递没有很快，但可以谅解。之前一直担心电脑会不会很响，今天拿到手试了一下并没有。而且客服超级有耐心，不太会操作就一点点地指导我，目前体验很不错！
灰色i5-1035G1 8G 512G固态 MX330,外形外观：颜值高，运行速度：运行速度快，屏幕效果：看图，轻薄程度：很轻，便携带
灰色i5-1035G1 8G 512G固态 MX330,电脑两天就到了，颜值高，电脑小白不懂电脑，客服非常耐心的解答，喜欢的赶紧下单吧
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,快捷，完美！感谢客服用心，赞
灰色i5-1035G1 8G 512G固态 MX330,开机很快，用着感觉也还好，新手小白，卖家服务也很好，不错的体验，后期用的怎么样在反馈，目前觉得满意
VivoBook15 灰色i5-1035G1 8G 512G固态 MX330,感华硕的老用户。感觉很精美
灰色i5-1035G1 8G 512G固态 MX330,这款电脑已经收藏很久了，非常喜欢，颜值也是很棒的，性价比很高的一款，推荐推荐推荐
灰色i5-1035G1 8G 512G固态 MX330,运行速度：很快，屏幕效果：清晰，散热性能：不错，外形外观：大气，其他特色：很好，轻薄程度：很薄
灰色i5-1035G1 8G 512G固态 MX330,不错不错，性价比很高，，物流给力，开机速度超快，客户小姐姐也很耐心。
灰色i5-1035G1 8G 512G固态 MX330,运行速度：开机运行速度快，屏幕效果：分辨率高，散热性能：散热好，轻薄程度：很轻薄携带方便
灰色i5-1035G1 8G 512G固态 MX330,速度很快，还不错，客服也很耐心！试几天看看！
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,机子速度快，如想象的一样快！散热方面，以目前用的时间来说，还是比较理想的。配件也非常实用，在这里要感谢商家的赠送！不然还要自己再掏钱买。感谢商家的贴心！
灰色i5-1035G1 8G 512G固态 MX330,运行速度：运行速度：开机很快， 玩游戏看视频很顺畅，屏幕效果：非常清晰，外形外观：简约轻薄
灰色i5-1035G1 8G 512G固态 MX330,运行速度：快，开机快，屏幕效果：漂亮细腻，轻薄程度：够轻
VivoBook15s 灰色 预装Officei5-1035G1 8G 512G固态 MX330,客服很有耐心，产品很好，很喜欢
灰色i5-1035G1 8G 512G固态 MX330,款式很大方，质量非常好，价钱也很合理，根据提示操作就可以，很轻薄，屏占比很大很好看
